# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
5199.0; 183.524; -6.887; 4.974; 8.495
5202.0; 183.642; -5.199; 6.324; 8.187
5205.0; 183.762; -4.109; 6.957; 8.080
5208.0; 183.886; -3.629; 7.165; 8.032
5211.0; 184.013; -3.471; 7.205; 7.997
5214.0; 184.143; -1.216; 7.346; 7.446
5217.0; 184.274; -1.226; 7.358; 7.459
5220.0; 184.405; -0.006; 7.297; 7.297
5223.0; 184.536; -0.008; 7.301; 7.301
5226.0; 184.666; -0.008; 7.304; 7.304
5229.0; 184.793; -0.008; 7.305; 7.305
5232.0; 184.916; -0.006; 7.306; 7.306
5235.0; 185.032; -0.005; 7.306; 7.306
5238.0; 185.141; -0.004; 7.306; 7.306
5241.0; 185.250; -0.001; 7.306; 7.306
5244.0; 185.365; 0.001; 7.305; 7.305
5247.0; 185.488; 0.005; 7.304; 7.304
5250.0; 185.617; 0.009; 7.302; 7.302
5253.0; 185.747; 0.015; 7.298; 7.298
5256.0; 185.878; 0.022; 7.292; 7.292
5259.0; 186.008; 0.032; 7.282; 7.282
5262.0; 186.138; 0.046; 7.261; 7.261
5265.0; 186.267; 0.071; 7.213; 7.213
5268.0; 186.394; 0.116; 7.087; 7.088
5271.0; 186.520; 0.203; 6.718; 6.721
5274.0; 186.645; 0.357; 5.680; 5.691
5277.0; 186.769; 0.549; 3.425; 3.469
5280.0; 186.892; 0.647; 0.265; 0.699
5283.0; 187.015; 0.603; -2.322; 2.399
5286.0; 187.137; 0.524; -3.791; 3.827
5289.0; 187.258; 0.459; -4.612; 4.635
5292.0; 187.378; 0.414; -5.077; 5.094
5295.0; 187.498; 0.386; -5.343; 5.357
5298.0; 187.618; 0.368; -5.496; 5.508
5301.0; 187.737; 0.357; -5.584; 5.596
5304.0; 187.856; 0.350; -5.638; 5.648
5307.0; 187.975; 0.345; -5.672; 5.682
5310.0; 188.093; 0.342; -5.697; 5.707
5313.0; 188.211; 0.338; -5.718; 5.728
5316.0; 188.329; 0.335; -5.739; 5.748
5319.0; 188.447; 0.331; -5.761; 5.770
5322.0; 188.565; 0.327; -5.785; 5.794
5325.0; 188.682; 0.323; -5.812; 5.821
5328.0; 188.800; 0.319; -5.842; 5.851
5331.0; 188.917; 0.314; -5.874; 5.883
5334.0; 189.033; 0.309; -5.909; 5.917
5337.0; 189.150; 0.304; -5.946; 5.953
5340.0; 189.266; 0.298; -5.983; 5.991
5343.0; 189.383; 0.293; -6.021; 6.028
5346.0; 189.499; 0.287; -6.057; 6.064
5349.0; 189.614; 0.282; -6.089; 6.096
5352.0; 189.730; 0.278; -6.113; 6.119
5355.0; 189.845; 0.277; -6.121; 6.127
5358.0; 189.960; 0.279; -6.100; 6.106
5361.0; 190.075; 0.287; -6.028; 6.035
5364.0; 190.189; 0.303; -5.894; 5.902
5367.0; 190.303; 0.325; -5.693; 5.702
5370.0; 190.417; 0.354; -5.401; 5.413
5373.0; 190.531; 0.391; -4.998; 5.013
5376.0; 190.645; 0.431; -4.483; 4.504
5379.0; 190.758; 0.472; -3.858; 3.887
5382.0; 190.871; 0.511; -3.125; 3.167
5385.0; 190.985; 0.543; -2.296; 2.360
5388.0; 191.098; 0.566; -1.388; 1.499
5391.0; 191.213; 0.576; -0.424; 0.716
5394.0; 191.328; 0.573; 0.567; 0.806
5397.0; 191.444; 0.555; 1.551; 1.647
5400.0; 191.562; 0.524; 2.494; 2.548
5403.0; 191.681; 0.483; 3.361; 3.395
5406.0; 191.798; 0.437; 4.124; 4.147
5409.0; 191.914; 0.389; 4.764; 4.780
5412.0; 192.025; 0.343; 5.281; 5.292
5415.0; 192.134; 0.303; 5.683; 5.691
5418.0; 192.239; 0.268; 5.986; 5.992
5421.0; 192.343; 0.241; 6.204; 6.209
5424.0; 192.446; 0.222; 6.344; 6.348
5427.0; 192.550; 0.214; 6.402; 6.406
5430.0; 192.655; 0.216; 6.392; 6.395
5433.0; 192.762; 0.222; 6.340; 6.344
5436.0; 192.870; 0.232; 6.262; 6.266
5439.0; 192.979; 0.244; 6.162; 6.167
5442.0; 193.090; 0.257; 6.045; 6.051
5445.0; 193.202; 0.271; 5.912; 5.919
5448.0; 193.314; 0.287; 5.764; 5.771
5451.0; 193.428; 0.302; 5.600; 5.608
5454.0; 193.541; 0.318; 5.422; 5.431
5457.0; 193.654; 0.335; 5.228; 5.239
5460.0; 193.767; 0.351; 5.020; 5.032
5463.0; 193.880; 0.367; 4.797; 4.812
5466.0; 193.993; 0.383; 4.561; 4.578
5469.0; 194.105; 0.399; 4.312; 4.331
5472.0; 194.217; 0.414; 4.051; 4.072
5475.0; 194.328; 0.428; 3.778; 3.802
5478.0; 194.440; 0.441; 3.494; 3.522
5481.0; 194.551; 0.454; 3.201; 3.233
5484.0; 194.662; 0.465; 2.900; 2.937
5487.0; 194.772; 0.474; 2.592; 2.635
5490.0; 194.882; 0.483; 2.279; 2.329
5493.0; 194.992; 0.490; 1.963; 2.023
5496.0; 195.102; 0.495; 1.647; 1.720
5499.0; 195.211; 0.499; 1.336; 1.426
5502.0; 195.320; 0.502; 1.036; 1.152
5505.0; 195.429; 0.503; 0.758; 0.910
5508.0; 195.538; 0.503; 0.517; 0.721
5511.0; 195.646; 0.501; 0.339; 0.605
5514.0; 195.754; 0.499; 0.226; 0.548
5517.0; 195.862; 0.497; 0.155; 0.521
5520.0; 195.970; 0.495; 0.110; 0.507
5523.0; 196.077; 0.493; 0.082; 0.500
5526.0; 196.185; 0.491; 0.063; 0.495
5529.0; 196.292; 0.488; 0.051; 0.491
5532.0; 196.398; 0.486; 0.043; 0.488
5535.0; 196.505; 0.484; 0.037; 0.485
5538.0; 196.611; 0.482; 0.033; 0.483
5541.0; 196.718; 0.480; 0.030; 0.480
5544.0; 196.824; 0.477; 0.028; 0.478
5547.0; 196.930; 0.475; 0.026; 0.476
5550.0; 197.035; 0.473; 0.025; 0.474
5553.0; 197.141; 0.471; 0.023; 0.471
5556.0; 197.246; 0.469; 0.022; 0.469
5559.0; 197.351; 0.466; 0.021; 0.467
5562.0; 197.456; 0.464; 0.020; 0.465
5565.0; 197.561; 0.462; 0.019; 0.463
5568.0; 197.666; 0.460; 0.018; 0.460
5571.0; 197.770; 0.458; 0.017; 0.458
5574.0; 197.875; 0.456; 0.016; 0.456
5577.0; 197.979; 0.454; 0.016; 0.454
5580.0; 198.083; 0.452; 0.015; 0.452
5583.0; 198.187; 0.450; 0.014; 0.450
5586.0; 198.290; 0.447; 0.013; 0.448
5589.0; 198.394; 0.445; 0.013; 0.446
5592.0; 198.497; 0.443; 0.012; 0.444
5595.0; 198.600; 0.441; 0.012; 0.442
5598.0; 198.703; 0.439; 0.011; 0.439
5601.0; 198.806; 0.437; 0.011; 0.437
5604.0; 198.909; 0.435; 0.010; 0.435
5607.0; 199.011; 0.433; 0.010; 0.433
5610.0; 199.114; 0.431; 0.009; 0.431
5613.0; 199.216; 0.429; 0.009; 0.429
5616.0; 199.318; 0.427; 0.008; 0.427
5619.0; 199.420; 0.425; 0.008; 0.425
5622.0; 199.522; 0.423; 0.008; 0.423
5625.0; 199.624; 0.421; 0.007; 0.422
5628.0; 199.725; 0.420; 0.007; 0.420
5631.0; 199.826; 0.418; 0.007; 0.418
5634.0; 199.928; 0.416; 0.006; 0.416
5637.0; 200.029; 0.414; 0.006; 0.414
5640.0; 200.130; 0.412; 0.006; 0.412
5643.0; 200.230; 0.410; 0.005; 0.410
5646.0; 200.331; 0.408; 0.005; 0.408
5649.0; 200.432; 0.406; 0.005; 0.406
5652.0; 200.532; 0.404; 0.005; 0.404
5655.0; 200.632; 0.402; 0.004; 0.402
5658.0; 200.732; 0.401; 0.004; 0.401
5661.0; 200.832; 0.399; 0.004; 0.399
5664.0; 200.932; 0.397; 0.004; 0.397
5667.0; 201.032; 0.395; 0.004; 0.395
5670.0; 201.131; 0.393; 0.004; 0.393
5673.0; 201.231; 0.391; 0.003; 0.392
5676.0; 201.330; 0.390; 0.003; 0.390
5679.0; 201.429; 0.388; 0.003; 0.388
5682.0; 201.528; 0.386; 0.003; 0.386
5685.0; 201.627; 0.384; 0.003; 0.384
5688.0; 201.726; 0.383; 0.003; 0.383
5691.0; 201.825; 0.381; 0.003; 0.381
5694.0; 201.923; 0.379; 0.002; 0.379
5697.0; 202.022; 0.377; 0.002; 0.377
5700.0; 202.120; 0.376; 0.002; 0.376
5703.0; 202.218; 0.374; 0.002; 0.374
5706.0; 202.316; 0.372; 0.002; 0.372
5709.0; 202.414; 0.370; 0.002; 0.370
5712.0; 202.512; 0.369; 0.002; 0.369
5715.0; 202.610; 0.367; 0.002; 0.367
5718.0; 202.707; 0.365; 0.002; 0.365
5721.0; 202.805; 0.364; 0.002; 0.364
5724.0; 202.902; 0.362; 0.002; 0.362
5727.0; 203.000; 0.360; 0.001; 0.360
5730.0; 203.097; 0.359; 0.001; 0.359
5733.0; 203.194; 0.357; 0.001; 0.357
5736.0; 203.291; 0.355; 0.001; 0.355
5739.0; 203.388; 0.354; 0.001; 0.354
5742.0; 203.484; 0.352; 0.001; 0.352
5745.0; 203.581; 0.350; 0.001; 0.350
5748.0; 203.677; 0.349; 0.001; 0.349
5751.0; 203.774; 0.347; 0.001; 0.347
5754.0; 203.870; 0.346; 0.001; 0.346
5757.0; 203.966; 0.344; 0.001; 0.344
5760.0; 204.062; 0.342; 0.001; 0.342
5763.0; 204.158; 0.341; 0.001; 0.341
5766.0; 204.254; 0.339; 0.001; 0.339
5769.0; 204.350; 0.338; 0.001; 0.338
5772.0; 204.446; 0.336; 0.001; 0.336
5775.0; 204.541; 0.335; 0.001; 0.335
5778.0; 204.637; 0.333; 0.001; 0.333
5781.0; 204.732; 0.332; 0.001; 0.332
5784.0; 204.828; 0.330; 0.001; 0.330
5787.0; 204.923; 0.329; 0.001; 0.329
5790.0; 205.018; 0.327; 0.001; 0.327
5793.0; 205.113; 0.326; 0.001; 0.326
