# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
3939.0; 140.608; -0.00400; 1000.0; -0.0; -47.9
3942.0; 140.722; -0.00189; 1000.0; -0.0; -22.6
3945.0; 140.835; -0.00040; 1000.0; -0.0; -4.6
3948.0; 140.949; 0.00063; 1000.0; -0.0; 7.9
3951.0; 141.062; 0.00133; 1000.0; -0.0; 16.5
3954.0; 141.174; 0.00178; 1000.0; -0.0; 22.1
3957.0; 141.287; 0.00206; 1000.0; -0.0; 25.6
3960.0; 141.399; 0.00221; 1000.0; -0.0; 27.6
3963.0; 141.511; 0.00227; 1000.0; -0.0; 28.4
3966.0; 141.623; 0.00226; 1000.0; -0.0; 28.4
3969.0; 141.734; 0.00222; 1000.0; -0.0; 27.9
3972.0; 141.846; 0.00214; 1000.0; -0.0; 27.1
3975.0; 141.957; 0.00205; 1000.0; -0.0; 26.0
3978.0; 142.068; 0.00194; 1000.0; -0.0; 24.7
3981.0; 142.178; 0.00184; 1000.0; -0.0; 23.4
3984.0; 142.289; 0.00173; 1000.0; -0.0; 22.1
3987.0; 142.399; 0.00162; 1000.0; -0.0; 20.9
3990.0; 142.509; 0.00153; 1000.0; -0.0; 19.7
3993.0; 142.619; 0.00144; 1000.0; -0.0; 18.6
3996.0; 142.728; 0.00136; 1000.0; -0.0; 17.7
3999.0; 142.838; 0.00130; 1000.0; -0.0; 16.9
4002.0; 142.947; 0.00125; 1000.0; -0.0; 16.3
4005.0; 143.056; 0.00121; 1000.0; -0.0; 15.9
4008.0; 143.164; 0.00119; 1000.0; -0.0; 15.7
4011.0; 143.273; 0.00120; 1000.0; -0.0; 15.8
4014.0; 143.381; 0.00123; 1000.0; -0.0; 16.2
4017.0; 143.489; 0.00128; 1000.0; -0.0; 16.9
4020.0; 143.596; 0.00136; 1000.0; -0.0; 18.1
4023.0; 143.704; 0.00148; 1000.0; -0.0; 19.7
4026.0; 143.811; 0.00163; 1000.0; -0.0; 21.8
4029.0; 143.919; 0.00183; 1000.0; -0.0; 24.5
4032.0; 144.025; 0.00207; 1000.0; -0.0; 27.8
4035.0; 144.132; 0.00238; 1000.0; -0.0; 31.9
4038.0; 144.239; 0.00274; 1000.0; -0.0; 36.9
4041.0; 144.345; 0.00316; 1000.0; -0.0; 42.7
4044.0; 144.451; 0.00366; 1000.0; -0.0; 49.6
4047.0; 144.557; 0.00423; 1000.0; -0.0; 57.4
4050.0; 144.663; 0.00488; 1000.0; -0.0; 66.4
4053.0; 144.769; 0.00560; 1000.0; -0.0; 76.5
4056.0; 144.874; 0.00640; 1000.0; -0.0; 87.6
4059.0; 144.979; 0.00727; 1000.0; -0.0; 99.6
4062.0; 145.084; 0.00818; 1000.0; -0.0; 112.5
4065.0; 145.189; 0.00914; 1000.0; -0.0; 125.8
4068.0; 145.294; 0.01009; 1000.0; -0.0; 139.2
4071.0; 145.398; 0.01101; 1000.0; -0.0; 152.3
4074.0; 145.503; 0.01184; 1000.0; -0.0; 164.2
4077.0; 145.607; 0.01253; 1000.0; -0.0; 174.1
4080.0; 145.711; 0.01299; 1000.0; -0.0; 181.0
4083.0; 145.815; 0.01313; 1000.0; -0.0; 183.5
4086.0; 145.919; 0.01283; 1000.0; -0.0; 180.1
4089.0; 146.022; 0.01198; 1000.0; -0.0; 169.0
4092.0; 146.126; 0.01043; 1000.0; -0.0; 148.1
4095.0; 146.229; 0.00803; 1000.0; -0.0; 115.1
4098.0; 146.332; 0.00461; 1000.0; -0.0; 67.6
4101.0; 146.435; 0.00001; 1000.0; -0.1; 3.0
4104.0; 146.537; -0.00594; 12.1; -1276.3; -80.5
4107.0; 146.640; -0.01339; 3.2; -4681.6; -180.5
4110.0; 146.745; -0.02248; 0.1; -6978.1; -291.8
4113.0; 146.853; -0.03362; 0.0; -6430.0; -413.3
4116.0; 146.964; -0.04947; 0.0; -5608.0; -565.2
4119.0; 147.080; -0.07161; 0.0; -4387.9; -742.8
4122.0; 147.199; -0.09497; 0.0; -3154.3; -876.3
4125.0; 147.323; -0.11401; 0.0; -2360.3; -939.4
4128.0; 147.449; -0.12768; 0.0; -1993.5; -960.4
4131.0; 147.579; -0.13682; 0.0; -1858.7; -964.2
4134.0; 147.712; -0.14301; 0.0; -0.0; -984.6
4137.0; 147.847; -0.14628; 0.0; -0.0; -986.2
4140.0; 147.984; -0.14762; 1000.0; -0.0; -978.1
4143.0; 148.121; -0.14799; 1000.0; -0.0; -978.8
4146.0; 148.258; -0.14789; 1000.0; -0.0; -979.2
4149.0; 148.392; -0.14757; 1000.0; -0.0; -979.4
4152.0; 148.522; -0.14717; 1000.0; -0.0; -979.5
4155.0; 148.649; -0.14675; 1000.0; -0.0; -979.6
4158.0; 148.772; -0.14632; 1000.0; -0.0; -979.6
4161.0; 148.892; -0.14585; 1000.0; -0.0; -979.6
4164.0; 149.012; -0.14524; 1000.0; -0.0; -979.6
4167.0; 149.131; -0.14446; 1000.0; -0.0; -979.5
4170.0; 149.252; -0.14357; 1000.0; -0.0; -979.3
4173.0; 149.375; -0.14256; 1000.0; 0.0; -979.0
4176.0; 149.501; -0.14141; 1000.0; 0.0; -978.6
4179.0; 149.630; -0.14006; 1000.0; 0.0; -977.9
4182.0; 149.761; -0.13842; 1000.0; 0.0; -976.8
4185.0; 149.894; -0.13634; 1000.0; 0.0; -975.0
4188.0; 150.028; -0.13355; 1000.0; 0.0; -971.8
4191.0; 150.162; -0.12954; 1000.0; 0.0; -965.5
4194.0; 150.297; -0.12339; 1000.0; 0.0; -952.1
4197.0; 150.431; -0.11368; 1000.0; 0.0; -920.8
4200.0; 150.564; -0.09869; 1000.0; 0.0; -848.4
4203.0; 150.695; -0.07756; 1000.0; 0.0; -704.7
4206.0; 150.826; -0.05312; 1000.0; 0.0; -497.6
4209.0; 150.954; -0.03261; 1000.0; 0.0; -307.3
4212.0; 151.082; -0.01944; 1000.0; 0.0; -183.4
4215.0; 151.210; -0.01096; 1000.0; 0.0; -103.2
4218.0; 151.337; -0.00554; 1000.0; 0.0; -51.6
4221.0; 151.465; -0.00210; 1000.0; 0.0; -18.6
4224.0; 151.592; 0.00006; 1000.0; 0.0; 2.2
4227.0; 151.719; 0.00137; 1000.0; 0.0; 15.1
4230.0; 151.846; 0.00215; 1000.0; 0.0; 22.8
4233.0; 151.972; 0.00258; 1000.0; 0.0; 27.1
4236.0; 152.099; 0.00279; 1000.0; 0.0; 29.3
4239.0; 152.224; 0.00286; 1000.0; 0.0; 30.1
4242.0; 152.350; 0.00285; 1000.0; 0.0; 30.1
4245.0; 152.474; 0.00278; 1000.0; 0.0; 29.5
4248.0; 152.599; 0.00269; 1000.0; 0.0; 28.7
4251.0; 152.722; 0.00258; 1000.0; 0.0; 27.6
4254.0; 152.846; 0.00246; 1000.0; 0.0; 26.5
4257.0; 152.969; 0.00235; 1000.0; 0.0; 25.4
4260.0; 153.091; 0.00223; 1000.0; 0.0; 24.2
4263.0; 153.214; 0.00212; 1000.0; 0.0; 23.1
4266.0; 153.335; 0.00201; 1000.0; 0.0; 22.0
4269.0; 153.457; 0.00191; 1000.0; 0.0; 21.0
4272.0; 153.578; 0.00181; 1000.0; 0.0; 20.1
4275.0; 153.699; 0.00172; 1000.0; 0.0; 19.1
4278.0; 153.819; 0.00163; 1000.0; 0.0; 18.3
4281.0; 153.939; 0.00155; 1000.0; 0.0; 17.5
4284.0; 154.059; 0.00148; 1000.0; 0.0; 16.7
4287.0; 154.178; 0.00141; 1000.0; 0.0; 16.0
4290.0; 154.297; 0.00134; 1000.0; 0.0; 15.3
4293.0; 154.415; 0.00128; 1000.0; 0.0; 14.7
4296.0; 154.534; 0.00123; 1000.0; 0.0; 14.1
4299.0; 154.652; 0.00117; 1000.0; 0.0; 13.6
4302.0; 154.769; 0.00113; 1000.0; 0.0; 13.1
4305.0; 154.886; 0.00108; 1000.0; 0.0; 12.6
4308.0; 155.003; 0.00104; 1000.0; 0.0; 12.2
4311.0; 155.120; 0.00100; 1000.0; 0.0; 11.8
4314.0; 155.236; 0.00097; 1000.0; 0.0; 11.4
4317.0; 155.352; 0.00094; 1000.0; 0.0; 11.1
4320.0; 155.468; 0.00091; 1000.0; 0.0; 10.8
4323.0; 155.584; 0.00088; 1000.0; 0.0; 10.6
4326.0; 155.699; 0.00086; 1000.0; 0.0; 10.3
4329.0; 155.814; 0.00084; 1000.0; 0.0; 10.1
4332.0; 155.928; 0.00082; 1000.0; 0.0; 9.9
4335.0; 156.043; 0.00081; 1000.0; 0.0; 9.8
4338.0; 156.157; 0.00080; 1000.0; 0.0; 9.7
4341.0; 156.270; 0.00078; 1000.0; 0.0; 9.6
4344.0; 156.384; 0.00078; 1000.0; 0.0; 9.5
4347.0; 156.497; 0.00077; 1000.0; 0.0; 9.5
4350.0; 156.610; 0.00077; 1000.0; 0.0; 9.5
4353.0; 156.723; 0.00077; 1000.0; 0.0; 9.5
4356.0; 156.835; 0.00077; 1000.0; 0.0; 9.6
4359.0; 156.947; 0.00077; 1000.0; 0.0; 9.7
4362.0; 157.059; 0.00078; 1000.0; 0.0; 9.8
4365.0; 157.171; 0.00079; 1000.0; 0.0; 9.9
4368.0; 157.282; 0.00080; 1000.0; 0.0; 10.1
4371.0; 157.393; 0.00081; 1000.0; 0.0; 10.3
4374.0; 157.504; 0.00082; 1000.0; 0.0; 10.5
4377.0; 157.615; 0.00084; 1000.0; 0.0; 10.7
4380.0; 157.725; 0.00086; 1000.0; 0.0; 11.0
4383.0; 157.836; 0.00088; 1000.0; 0.0; 11.3
4386.0; 157.946; 0.00091; 1000.0; 0.0; 11.7
4389.0; 158.055; 0.00093; 1000.0; 0.0; 12.0
4392.0; 158.165; 0.00096; 1000.0; 0.0; 12.5
4395.0; 158.274; 0.00099; 1000.0; 0.0; 12.9
4398.0; 158.383; 0.00103; 1000.0; 0.0; 13.4
4401.0; 158.492; 0.00106; 1000.0; 0.0; 13.9
4404.0; 158.601; 0.00110; 1000.0; 0.0; 14.5
4407.0; 158.709; 0.00115; 1000.0; 0.0; 15.1
4410.0; 158.817; 0.00119; 1000.0; 0.0; 15.8
4413.0; 158.925; 0.00124; 1000.0; 0.0; 16.5
4416.0; 159.033; 0.00130; 1000.0; 0.0; 17.2
4419.0; 159.141; 0.00135; 1000.0; 0.0; 18.0
4422.0; 159.248; 0.00141; 1000.0; 0.0; 18.9
4425.0; 159.355; 0.00148; 1000.0; 0.0; 19.8
4428.0; 159.462; 0.00154; 1000.0; 0.0; 20.7
4431.0; 159.569; 0.00162; 1000.0; 0.0; 21.8
4434.0; 159.676; 0.00169; 1000.0; 0.0; 22.8
4437.0; 159.782; 0.00177; 1000.0; 0.0; 24.0
4440.0; 159.888; 0.00186; 1000.0; -0.0; 25.2
4443.0; 159.994; 0.00195; 1000.0; -0.0; 26.5
4446.0; 160.100; 0.00204; 1000.0; -0.0; 27.9
4449.0; 160.206; 0.00215; 1000.0; -0.0; 29.3
4452.0; 160.311; 0.00225; 1000.0; -0.0; 30.9
4455.0; 160.416; 0.00236; 1000.0; -0.0; 32.5
4458.0; 160.522; 0.00248; 1000.0; -0.0; 34.2
4461.0; 160.626; 0.00261; 1000.0; -0.0; 36.1
4464.0; 160.731; 0.00274; 1000.0; -0.0; 38.0
4467.0; 160.836; 0.00288; 1000.0; -0.0; 40.0
4470.0; 160.940; 0.00303; 1000.0; -0.0; 42.2
4473.0; 161.044; 0.00319; 1000.0; -0.0; 44.4
4476.0; 161.148; 0.00335; 1000.0; -0.0; 46.8
4479.0; 161.252; 0.00352; 1000.0; -0.0; 49.4
4482.0; 161.356; 0.00371; 1000.0; -0.0; 52.1
4485.0; 161.460; 0.00390; 1000.0; -0.0; 54.9
4488.0; 161.563; 0.00410; 1000.0; -0.0; 57.9
4491.0; 161.666; 0.00432; 1000.0; -0.0; 61.0
4494.0; 161.769; 0.00454; 1000.0; -0.0; 64.4
4497.0; 161.872; 0.00478; 1000.0; -0.0; 67.9
4500.0; 161.975; 0.00503; 1000.0; -0.0; 71.6
4503.0; 162.077; 0.00529; 1000.0; -0.0; 75.5
4506.0; 162.180; 0.00557; 1000.0; -0.0; 79.6
4509.0; 162.282; 0.00586; 1000.0; -0.0; 84.0
4512.0; 162.384; 0.00617; 1000.0; -0.0; 88.6
4515.0; 162.485; 0.00650; 1000.0; -0.0; 93.4
4518.0; 162.587; 0.00684; 1000.0; -0.0; 98.5
4521.0; 162.689; 0.00720; 1000.0; -0.0; 103.9
4524.0; 162.790; 0.00757; 1000.0; -0.0; 109.6
4527.0; 162.891; 0.00797; 1000.0; -0.0; 115.5
4530.0; 162.992; 0.00839; 1000.0; -0.0; 121.8
4533.0; 163.093; 0.00882; 1000.0; -0.0; 128.3
4536.0; 163.193; 0.00928; 1000.0; -0.0; 135.2
4539.0; 163.294; 0.00975; 1000.0; -0.0; 142.4
4542.0; 163.394; 0.01025; 1000.0; -0.0; 149.9
4545.0; 163.494; 0.01076; 1000.0; -0.0; 157.6
4548.0; 163.594; 0.01128; 1000.0; -0.0; 165.5
4551.0; 163.694; 0.01180; 1000.0; -0.0; 173.4
4554.0; 163.794; 0.01231; 1000.0; -0.0; 181.2
4557.0; 163.894; 0.01278; 1000.0; -0.0; 188.4
4560.0; 163.993; 0.01317; 1000.0; -0.0; 194.5
4563.0; 164.093; 0.01341; 1000.0; -0.0; 198.6
4566.0; 164.192; 0.01343; 1000.0; -0.0; 199.5
4569.0; 164.291; 0.01321; 1000.0; -0.0; 196.8
4572.0; 164.390; 0.01284; 1000.0; -0.0; 191.9
4575.0; 164.489; 0.01239; 1000.0; -0.0; 185.8
4578.0; 164.588; 0.01190; 1000.0; -0.0; 178.9
4581.0; 164.687; 0.01139; 1000.0; -0.0; 171.7
4584.0; 164.785; 0.01088; 1000.0; -0.0; 164.4
4587.0; 164.884; 0.01038; 1000.0; -0.0; 157.2
4590.0; 164.982; 0.00990; 1000.0; -0.0; 150.2
4593.0; 165.080; 0.00943; 1000.0; -0.0; 143.4
4596.0; 165.178; 0.00898; 1000.0; -0.0; 136.9
4599.0; 165.276; 0.00855; 1000.0; -0.0; 130.6
4602.0; 165.374; 0.00814; 1000.0; -0.0; 124.5
4605.0; 165.472; 0.00775; 1000.0; -0.0; 118.7
4608.0; 165.570; 0.00737; 1000.0; -0.0; 113.2
4611.0; 165.667; 0.00701; 1000.0; -0.0; 107.9
4614.0; 165.765; 0.00667; 1000.0; -0.0; 102.9
4617.0; 165.862; 0.00635; 1000.0; -0.0; 98.1
4620.0; 165.960; 0.00604; 1000.0; -0.0; 93.5
4623.0; 166.057; 0.00575; 1000.0; -0.0; 89.1
4626.0; 166.154; 0.00546; 1000.0; -0.0; 84.9
4629.0; 166.251; 0.00520; 1000.0; -0.0; 80.9
4632.0; 166.348; 0.00494; 1000.0; -0.0; 77.1
4635.0; 166.445; 0.00470; 1000.0; -0.0; 73.4
4638.0; 166.542; 0.00447; 1000.0; -0.0; 70.0
4641.0; 166.638; 0.00425; 1000.0; -0.0; 66.6
4644.0; 166.735; 0.00405; 1000.0; -0.0; 63.5
4647.0; 166.832; 0.00385; 1000.0; -0.0; 60.5
4650.0; 166.928; 0.00366; 1000.0; -0.0; 57.6
4653.0; 167.024; 0.00348; 1000.0; -0.0; 54.9
4656.0; 167.121; 0.00331; 1000.0; -0.0; 52.3
4659.0; 167.217; 0.00315; 1000.0; -0.0; 49.8
4662.0; 167.313; 0.00299; 1000.0; -0.0; 47.4
4665.0; 167.409; 0.00285; 1000.0; -0.0; 45.2
4668.0; 167.505; 0.00271; 1000.0; -0.0; 43.0
4671.0; 167.600; 0.00257; 1000.0; -0.0; 41.0
4674.0; 167.696; 0.00245; 1000.0; -0.0; 39.0
4677.0; 167.791; 0.00233; 1000.0; -0.0; 37.1
4680.0; 167.887; 0.00221; 1000.0; -0.0; 35.4
4683.0; 167.982; 0.00210; 1000.0; -0.0; 33.7
4686.0; 168.077; 0.00200; 1000.0; -0.0; 32.1
4689.0; 168.173; 0.00190; 1000.0; -0.0; 30.5
4692.0; 168.268; 0.00181; 1000.0; -0.0; 29.1
4695.0; 168.363; 0.00172; 1000.0; -0.0; 27.7
4698.0; 168.457; 0.00163; 1000.0; -0.0; 26.4
4701.0; 168.552; 0.00155; 1000.0; -0.0; 25.1
4704.0; 168.647; 0.00148; 1000.0; -0.0; 23.9
4707.0; 168.741; 0.00140; 1000.0; -0.0; 22.7
4710.0; 168.836; 0.00133; 1000.0; -0.0; 21.6
4713.0; 168.930; 0.00127; 1000.0; -0.0; 20.6
4716.0; 169.025; 0.00121; 1000.0; -0.0; 19.6
4719.0; 169.119; 0.00115; 1000.0; -0.0; 18.7
4722.0; 169.213; 0.00109; 1000.0; -0.0; 17.8
4725.0; 169.307; 0.00103; 1000.0; -0.0; 16.9
4728.0; 169.401; 0.00098; 1000.0; -0.0; 16.1
4731.0; 169.495; 0.00093; 1000.0; -0.0; 15.3
4734.0; 169.589; 0.00089; 1000.0; -0.0; 14.6
4737.0; 169.682; 0.00084; 1000.0; -0.0; 13.9
4740.0; 169.776; 0.00080; 1000.0; -0.0; 13.2
4743.0; 169.870; 0.00076; 1000.0; -0.0; 12.6
4746.0; 169.963; 0.00072; 1000.0; -0.0; 11.9
4749.0; 170.056; 0.00069; 1000.0; -0.0; 11.4
4752.0; 170.150; 0.00065; 1000.0; -0.0; 10.8
4755.0; 170.243; 0.00062; 1000.0; -0.0; 10.3
4758.0; 170.336; 0.00059; 1000.0; -0.0; 9.8
4761.0; 170.429; 0.00056; 1000.0; -0.0; 9.3
4764.0; 170.522; 0.00053; 1000.0; -0.0; 8.8
4767.0; 170.615; 0.00051; 1000.0; -0.0; 8.4
4770.0; 170.708; 0.00048; 1000.0; -0.0; 8.0
4773.0; 170.801; 0.00046; 1000.0; -0.0; 7.6
4776.0; 170.893; 0.00043; 1000.0; -0.0; 7.2
4779.0; 170.986; 0.00041; 1000.0; -0.0; 6.9
4782.0; 171.078; 0.00039; 1000.0; -0.0; 6.5
4785.0; 171.171; 0.00037; 1000.0; -0.0; 6.2
4788.0; 171.263; 0.00035; 1000.0; -0.0; 5.9
4791.0; 171.355; 0.00033; 1000.0; -0.0; 5.6
4794.0; 171.448; 0.00032; 1000.0; -0.0; 5.3
4797.0; 171.540; 0.00030; 1000.0; -0.0; 5.1
4800.0; 171.632; 0.00028; 1000.0; -0.0; 4.8
4803.0; 171.724; 0.00027; 1000.0; -0.0; 4.6
4806.0; 171.816; 0.00026; 1000.0; -0.0; 4.3
4809.0; 171.908; 0.00024; 1000.0; -0.0; 4.1
4812.0; 172.000; 0.00023; 1000.0; -0.0; 3.9
4815.0; 172.091; 0.00022; 1000.0; -0.0; 3.7
4818.0; 172.183; 0.00021; 1000.0; -0.0; 3.5
4821.0; 172.274; 0.00020; 1000.0; -0.0; 3.3
4824.0; 172.366; 0.00019; 1000.0; -0.0; 3.2
4827.0; 172.457; 0.00018; 1000.0; -0.0; 3.0
4830.0; 172.549; 0.00017; 1000.0; -0.0; 2.9
4833.0; 172.640; 0.00016; 1000.0; -0.0; 2.7
4836.0; 172.731; 0.00015; 1000.0; -0.0; 2.6
4839.0; 172.823; 0.00014; 1000.0; -0.0; 2.4
4842.0; 172.914; 0.00013; 1000.0; -0.0; 2.3
4845.0; 173.005; 0.00013; 1000.0; -0.0; 2.2
4848.0; 173.096; 0.00012; 1000.0; -0.0; 2.1
4851.0; 173.187; 0.00011; 1000.0; -0.0; 2.0
4854.0; 173.278; 0.00011; 1000.0; -0.0; 1.9
4857.0; 173.368; 0.00010; 1000.0; -0.0; 1.8
4860.0; 173.459; 0.00010; 1000.0; -0.0; 1.7
4863.0; 173.550; 0.00009; 1000.0; -0.0; 1.6
4866.0; 173.640; 0.00009; 1000.0; -0.0; 1.5
4869.0; 173.731; 0.00008; 1000.0; -0.0; 1.4
4872.0; 173.821; 0.00008; 1000.0; -0.0; 1.4
4875.0; 173.912; 0.00007; 1000.0; -0.0; 1.3
4878.0; 174.002; 0.00007; 1000.0; -0.0; 1.2
4881.0; 174.093; 0.00007; 1000.0; -0.0; 1.1
4884.0; 174.183; 0.00006; 1000.0; -0.0; 1.1
4887.0; 174.273; 0.00006; 1000.0; -0.0; 1.0
4890.0; 174.363; 0.00006; 1000.0; -0.0; 1.0
4893.0; 174.453; 0.00005; 1000.0; -0.0; 0.9
4896.0; 174.543; 0.00005; 1000.0; -0.0; 0.9
4899.0; 174.633; 0.00005; 1000.0; -0.0; 0.8
4902.0; 174.723; 0.00004; 1000.0; -0.0; 0.8
4905.0; 174.813; 0.00004; 1000.0; -0.0; 0.7
4908.0; 174.903; 0.00004; 1000.0; -0.0; 0.7
4911.0; 174.992; 0.00004; 1000.0; -0.0; 0.7
4914.0; 175.082; 0.00004; 1000.0; -0.0; 0.6
4917.0; 175.172; 0.00003; 1000.0; -0.0; 0.6
4920.0; 175.261; 0.00003; 1000.0; -0.0; 0.6
4923.0; 175.351; 0.00003; 1000.0; -0.0; 0.5
4926.0; 175.440; 0.00003; 1000.0; -0.0; 0.5
4929.0; 175.530; 0.00003; 1000.0; -0.0; 0.5
4932.0; 175.619; 0.00003; 1000.0; -0.0; 0.4
4935.0; 175.708; 0.00002; 1000.0; -0.0; 0.4
4938.0; 175.797; 0.00002; 1000.0; -0.0; 0.4
4941.0; 175.887; 0.00002; 1000.0; -0.0; 0.4
4944.0; 175.976; 0.00002; 1000.0; -0.0; 0.4
4947.0; 176.065; 0.00002; 1000.0; -0.0; 0.3
4950.0; 176.154; 0.00002; 1000.0; -0.0; 0.3
4953.0; 176.243; 0.00002; 1000.0; -0.0; 0.3
4956.0; 176.332; 0.00002; 1000.0; -0.0; 0.3
4959.0; 176.421; 0.00002; 1000.0; -0.0; 0.3
4962.0; 176.509; 0.00001; 1000.0; -0.0; 0.3
4965.0; 176.598; 0.00001; 1000.0; -0.0; 0.2
4968.0; 176.687; 0.00001; 1000.0; -0.0; 0.2
4971.0; 176.776; 0.00001; 1000.0; -0.0; 0.2
4974.0; 176.864; 0.00001; 1000.0; -0.0; 0.2
4977.0; 176.953; 0.00001; 1000.0; -0.0; 0.2
4980.0; 177.041; 0.00001; 1000.0; -0.0; 0.2
4983.0; 177.130; 0.00001; 1000.0; -0.0; 0.2
4986.0; 177.218; 0.00001; 1000.0; -0.0; 0.2
4989.0; 177.307; 0.00001; 1000.0; -0.0; 0.2
4992.0; 177.395; 0.00001; 1000.0; -0.0; 0.2
4995.0; 177.483; 0.00001; 1000.0; -0.0; 0.2
4998.0; 177.571; 0.00001; 1000.0; -0.0; 0.1
5001.0; 177.660; 0.00001; 1000.0; -0.0; 0.1
5004.0; 177.748; 0.00001; 1000.0; -0.0; 0.1
5007.0; 177.836; 0.00001; 1000.0; -0.0; 0.1
5010.0; 177.924; 0.00001; 1000.0; -0.0; 0.1
5013.0; 178.012; 0.00001; 1000.0; -0.0; 0.1
5016.0; 178.100; 0.00001; 1000.0; -0.0; 0.1
5019.0; 178.188; 0.00001; 1000.0; -0.0; 0.1
5022.0; 178.276; 0.00001; 1000.0; -0.0; 0.1
5025.0; 178.364; 0.00001; 1000.0; -0.0; 0.1
5028.0; 178.451; 0.00001; 1000.0; -0.0; 0.1
5031.0; 178.539; 0.00001; 1000.0; -0.0; 0.1
5034.0; 178.627; 0.00001; 1000.0; -0.0; 0.1
5037.0; 178.714; 0.00001; 1000.0; -0.0; 0.1
5040.0; 178.802; 0.00000; 1000.0; -0.0; 0.1
5043.0; 178.890; 0.00000; 1000.0; -0.0; 0.1
5046.0; 178.977; 0.00000; 1000.0; -0.0; 0.0
5049.0; 179.065; 0.00000; 1000.0; -0.0; 0.0
5052.0; 179.152; -0.00000; 1000.0; -0.0; -0.0
5055.0; 179.239; -0.00001; 1000.0; -0.0; -0.1
5058.0; 179.327; -0.00001; 1000.0; -0.0; -0.2
5061.0; 179.414; -0.00002; 1000.0; -0.0; -0.3
5064.0; 179.501; -0.00002; 1000.0; -0.0; -0.4
5067.0; 179.589; -0.00003; 1000.0; -0.0; -0.6
5070.0; 179.676; -0.00005; 1000.0; -0.0; -0.8
5073.0; 179.763; -0.00006; 1000.0; -0.0; -1.1
5076.0; 179.850; -0.00008; 1000.0; -0.0; -1.5
5079.0; 179.937; -0.00011; 1000.0; -0.0; -1.9
5082.0; 180.024; -0.00014; 1000.0; -0.0; -2.5
5085.0; 180.111; -0.00018; 1000.0; -0.0; -3.2
5088.0; 180.198; -0.00023; 1000.0; -0.0; -4.0
5091.0; 180.285; -0.00029; 1000.0; -0.0; -5.0
5094.0; 180.372; -0.00036; 1000.0; -0.0; -6.2
5097.0; 180.459; -0.00044; 1000.0; -0.0; -7.7
5100.0; 180.546; -0.00054; 1000.0; -0.0; -9.5
5103.0; 180.632; -0.00066; 1000.0; -0.0; -11.5
5106.0; 180.719; -0.00079; 1000.0; -0.0; -14.0
5109.0; 180.806; -0.00096; 1000.0; -0.0; -16.9
5112.0; 180.892; -0.00114; 1000.0; -0.0; -20.2
5115.0; 180.979; -0.00136; 1000.0; -0.0; -24.0
5118.0; 181.066; -0.00160; 1000.0; -0.0; -28.4
5121.0; 181.152; -0.00188; 1000.0; -0.0; -33.3
5124.0; 181.239; -0.00219; 1000.0; -0.0; -38.9
5127.0; 181.325; -0.00253; 1000.0; -0.0; -45.0
5130.0; 181.412; -0.00290; 1000.0; -0.0; -51.8
5133.0; 181.498; -0.00330; 1000.0; -0.0; -59.0
5136.0; 181.584; -0.00372; 1000.0; -0.0; -66.6
5139.0; 181.671; -0.00416; 1000.0; -0.0; -74.6
5142.0; 181.757; -0.00460; 1000.0; -0.0; -82.6
5145.0; 181.843; -0.00502; 1000.0; -0.0; -90.4
5148.0; 181.930; -0.00542; 1000.0; -0.0; -97.7
5151.0; 182.016; -0.00576; 1000.0; -0.0; -104.1
5154.0; 182.102; -0.00601; 1000.0; -0.0; -109.1
5157.0; 182.188; -0.00615; 1000.0; -0.0; -112.1
5160.0; 182.274; -0.00614; 1000.0; -0.0; -112.5
5163.0; 182.361; -0.00593; 1000.0; -0.1; -109.4
5166.0; 182.447; -0.00549; 25.3; -465.8; -102.4
5169.0; 182.533; -0.00475; 4.0; -3302.9; -89.6
5172.0; 182.620; -0.00369; 2.1; -6266.2; -70.6
5175.0; 182.708; -0.00228; 0.1; -7967.7; -45.4
5178.0; 182.799; -0.00076; 0.0; -7966.9; -18.3
5181.0; 182.892; 0.00023; 0.0; -7946.5; 0.0
5184.0; 182.989; 0.00297; 0.0; -7814.9; 40.5
5187.0; 183.089; 0.00889; 0.0; -7574.4; 121.1
5190.0; 183.192; 0.01916; 0.0; -7131.7; 250.9
5193.0; 183.299; 0.03543; 0.0; -6330.8; 436.3
5196.0; 183.410; 0.05971; 0.0; -4961.4; 670.9
5199.0; 183.524; 0.08574; 0.0; -3462.4; 853.1
5202.0; 183.642; 0.10666; 0.0; -2475.9; 938.4
5205.0; 183.762; 0.12132; 0.0; -2026.9; 966.5
5208.0; 183.886; 0.13077; 0.0; -1870.6; 971.9
5211.0; 184.013; 0.13697; 0.0; -0.0; 991.0
5214.0; 184.143; 0.14002; 0.0; -0.0; 992.5
5217.0; 184.274; 0.14120; 999.9; -0.0; 984.3
5220.0; 184.405; 0.14150; 1000.0; -0.0; 984.8
5223.0; 184.536; 0.14141; 1000.0; -0.0; 985.2
5226.0; 184.666; 0.14112; 1000.0; -0.0; 985.4
5229.0; 184.793; 0.14077; 1000.0; -0.0; 985.5
5232.0; 184.916; 0.14040; 1000.0; -0.0; 985.5
5235.0; 185.032; 0.13999; 1000.0; -0.0; 985.5
5238.0; 185.141; 0.13946; 1000.0; -0.0; 985.5
5241.0; 185.250; 0.13877; 1000.0; -0.0; 985.4
5244.0; 185.365; 0.13794; 1000.0; -0.0; 985.3
