# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
2550.0; 88.205; 24.53; -0.00169; -0.03224; -1.39423; -0.03265
2553.0; 88.327; 24.61; -0.00175; -0.03379; -1.49893; -0.03371
2556.0; 88.448; 24.68; -0.00182; -0.03544; -1.60661; -0.03452
2559.0; 88.569; 24.76; -0.00189; -0.03721; -1.71655; -0.03510
2562.0; 88.690; 24.83; -0.00196; -0.03910; -1.82806; -0.03546
2565.0; 88.810; 24.91; -0.00204; -0.04111; -1.94052; -0.03561
2568.0; 88.930; 24.98; -0.00212; -0.04324; -2.05331; -0.03556
2571.0; 89.050; 25.05; -0.00221; -0.04551; -2.16588; -0.03533
2574.0; 89.169; 25.12; -0.00230; -0.04790; -2.27771; -0.03493
2577.0; 89.288; 25.19; -0.00240; -0.05044; -2.38834; -0.03437
2580.0; 89.406; 25.26; -0.00250; -0.05311; -2.49727; -0.03362
2583.0; 89.524; 25.33; -0.00260; -0.05593; -2.60374; -0.03254
2586.0; 89.642; 25.40; -0.00271; -0.05890; -2.70648; -0.03095
2589.0; 89.759; 25.47; -0.00283; -0.06201; -2.80378; -0.02873
2592.0; 89.875; 25.54; -0.00294; -0.06526; -2.89379; -0.02589
2595.0; 89.991; 25.60; -0.00306; -0.06864; -2.97466; -0.02242
2598.0; 90.107; 25.67; -0.00319; -0.07213; -3.04460; -0.01834
2601.0; 90.222; 25.73; -0.00331; -0.07572; -3.10186; -0.01368
2604.0; 90.337; 25.80; -0.00343; -0.07936; -3.14509; -0.00872
2607.0; 90.451; 25.86; -0.00355; -0.08297; -3.17421; -0.00402
2610.0; 90.565; 25.92; -0.00366; -0.08645; -3.19091; -0.00015
2613.0; 90.679; 25.98; -0.00376; -0.08961; -3.19797; 0.00269
2616.0; 90.793; 26.05; -0.00382; -0.09218; -3.19832; 0.00454
2619.0; 90.907; 26.11; -0.00385; -0.09364; -3.19466; 0.00549
2622.0; 91.020; 26.17; -0.00382; -0.09395; -3.18927; 0.00570
2625.0; 91.133; 26.23; -0.00377; -0.09360; -3.18406; 0.00531
2628.0; 91.247; 26.29; -0.00371; -0.09292; -3.18039; 0.00459
2631.0; 91.359; 26.35; -0.00364; -0.09211; -3.17882; 0.00381
2634.0; 91.472; 26.40; -0.00358; -0.09132; -3.17923; 0.00313
2637.0; 91.584; 26.46; -0.00352; -0.09061; -3.18131; 0.00257
2640.0; 91.696; 26.52; -0.00346; -0.09004; -3.18472; 0.00211
2643.0; 91.808; 26.58; -0.00341; -0.08963; -3.18920; 0.00175
2646.0; 91.920; 26.64; -0.00337; -0.08940; -3.19451; 0.00146
2649.0; 92.031; 26.69; -0.00333; -0.08933; -3.20048; 0.00122
2652.0; 92.142; 26.75; -0.00330; -0.08941; -3.20700; 0.00103
2655.0; 92.253; 26.81; -0.00328; -0.08960; -3.21399; 0.00086
2658.0; 92.364; 26.86; -0.00326; -0.08984; -3.22136; 0.00071
2661.0; 92.474; 26.92; -0.00323; -0.09001; -3.22907; 0.00059
2664.0; 92.584; 26.97; -0.00320; -0.08995; -3.23698; 0.00052
2667.0; 92.694; 27.03; -0.00315; -0.08962; -3.24487; 0.00052
2670.0; 92.804; 27.08; -0.00311; -0.08921; -3.25248; 0.00062
2673.0; 92.913; 27.14; -0.00307; -0.08882; -3.25953; 0.00081
2676.0; 93.023; 27.19; -0.00303; -0.08853; -3.26576; 0.00109
2679.0; 93.132; 27.25; -0.00299; -0.08836; -3.27095; 0.00144
2682.0; 93.240; 27.30; -0.00296; -0.08835; -3.27493; 0.00185
2685.0; 93.349; 27.35; -0.00294; -0.08849; -3.27755; 0.00230
2688.0; 93.457; 27.40; -0.00292; -0.08879; -3.27873; 0.00277
2691.0; 93.565; 27.46; -0.00291; -0.08927; -3.27844; 0.00326
2694.0; 93.673; 27.51; -0.00290; -0.08995; -3.27670; 0.00373
2697.0; 93.781; 27.56; -0.00290; -0.09083; -3.27361; 0.00417
2700.0; 93.889; 27.61; -0.00290; -0.09192; -3.26931; 0.00455
2703.0; 93.996; 27.66; -0.00292; -0.09322; -3.26400; 0.00486
2706.0; 94.103; 27.71; -0.00293; -0.09471; -3.25798; 0.00507
2709.0; 94.210; 27.76; -0.00295; -0.09639; -3.25155; 0.00516
2712.0; 94.317; 27.81; -0.00298; -0.09823; -3.24511; 0.00513
2715.0; 94.424; 27.86; -0.00301; -0.10019; -3.23907; 0.00494
2718.0; 94.530; 27.90; -0.00303; -0.10221; -3.23389; 0.00461
2721.0; 94.636; 27.95; -0.00306; -0.10419; -3.23001; 0.00412
2724.0; 94.742; 28.00; -0.00308; -0.10599; -3.22785; 0.00349
2727.0; 94.848; 28.04; -0.00309; -0.10737; -3.22773; 0.00277
2730.0; 94.954; 28.09; -0.00307; -0.10795; -3.22977; 0.00202
2733.0; 95.059; 28.14; -0.00303; -0.10773; -3.23383; 0.00135
2736.0; 95.164; 28.18; -0.00298; -0.10709; -3.23960; 0.00079
2739.0; 95.270; 28.23; -0.00293; -0.10626; -3.24664; 0.00038
2742.0; 95.375; 28.27; -0.00288; -0.10541; -3.25451; 0.00013
2745.0; 95.479; 28.32; -0.00283; -0.10461; -3.26274; 0.00004
2748.0; 95.584; 28.36; -0.00279; -0.10392; -3.27091; 0.00009
2751.0; 95.688; 28.40; -0.00275; -0.10337; -3.27861; 0.00027
2754.0; 95.793; 28.45; -0.00271; -0.10295; -3.28549; 0.00057
2757.0; 95.897; 28.49; -0.00268; -0.10262; -3.29120; 0.00098
2760.0; 96.001; 28.54; -0.00265; -0.10234; -3.29548; 0.00146
2763.0; 96.104; 28.58; -0.00261; -0.10200; -3.29820; 0.00194
2766.0; 96.208; 28.62; -0.00257; -0.10143; -3.29951; 0.00233
2769.0; 96.312; 28.67; -0.00252; -0.10044; -3.29968; 0.00260
2772.0; 96.415; 28.71; -0.00246; -0.09898; -3.29900; 0.00280
2775.0; 96.518; 28.75; -0.00239; -0.09717; -3.29760; 0.00295
2778.0; 96.621; 28.79; -0.00232; -0.09513; -3.29555; 0.00309
2781.0; 96.724; 28.84; -0.00225; -0.09303; -3.29288; 0.00323
2784.0; 96.827; 28.88; -0.00218; -0.09096; -3.28959; 0.00337
2787.0; 96.930; 28.92; -0.00211; -0.08898; -3.28571; 0.00349
2790.0; 97.032; 28.97; -0.00205; -0.08713; -3.28130; 0.00360
2793.0; 97.135; 29.01; -0.00199; -0.08544; -3.27644; 0.00367
2796.0; 97.237; 29.05; -0.00194; -0.08393; -3.27130; 0.00369
2799.0; 97.340; 29.09; -0.00189; -0.08260; -3.26605; 0.00364
2802.0; 97.442; 29.13; -0.00185; -0.08145; -3.26095; 0.00350
2805.0; 97.544; 29.18; -0.00181; -0.08050; -3.25625; 0.00328
2808.0; 97.646; 29.22; -0.00178; -0.07974; -3.25219; 0.00302
2811.0; 97.747; 29.26; -0.00175; -0.07917; -3.24882; 0.00277
2814.0; 97.849; 29.30; -0.00172; -0.07879; -3.24605; 0.00256
2817.0; 97.950; 29.34; -0.00170; -0.07859; -3.24381; 0.00237
2820.0; 98.052; 29.38; -0.00168; -0.07855; -3.24204; 0.00220
2823.0; 98.153; 29.42; -0.00167; -0.07865; -3.24074; 0.00202
2826.0; 98.254; 29.46; -0.00166; -0.07887; -3.23995; 0.00183
2829.0; 98.355; 29.50; -0.00165; -0.07914; -3.23973; 0.00162
2832.0; 98.456; 29.54; -0.00163; -0.07939; -3.24015; 0.00138
2835.0; 98.556; 29.58; -0.00162; -0.07950; -3.24124; 0.00113
2838.0; 98.657; 29.62; -0.00159; -0.07929; -3.24300; 0.00090
2841.0; 98.757; 29.66; -0.00157; -0.07875; -3.24529; 0.00072
2844.0; 98.857; 29.70; -0.00153; -0.07807; -3.24793; 0.00060
2847.0; 98.957; 29.74; -0.00150; -0.07738; -3.25071; 0.00056
2850.0; 99.057; 29.77; -0.00148; -0.07674; -3.25344; 0.00059
2853.0; 99.157; 29.81; -0.00145; -0.07622; -3.25592; 0.00067
2856.0; 99.257; 29.85; -0.00143; -0.07583; -3.25800; 0.00080
2859.0; 99.357; 29.89; -0.00141; -0.07561; -3.25960; 0.00097
2862.0; 99.456; 29.93; -0.00140; -0.07555; -3.26065; 0.00114
2865.0; 99.555; 29.96; -0.00139; -0.07567; -3.26114; 0.00131
2868.0; 99.655; 30.00; -0.00138; -0.07596; -3.26113; 0.00146
2871.0; 99.754; 30.04; -0.00137; -0.07641; -3.26070; 0.00158
2874.0; 99.853; 30.07; -0.00137; -0.07701; -3.26000; 0.00164
2877.0; 99.952; 30.11; -0.00137; -0.07774; -3.25921; 0.00163
2880.0; 100.050; 30.15; -0.00137; -0.07854; -3.25852; 0.00156
2883.0; 100.149; 30.18; -0.00136; -0.07936; -3.25817; 0.00141
2886.0; 100.247; 30.22; -0.00136; -0.08009; -3.25837; 0.00119
2889.0; 100.346; 30.25; -0.00135; -0.08057; -3.25928; 0.00091
2892.0; 100.444; 30.29; -0.00133; -0.08060; -3.26097; 0.00063
2895.0; 100.542; 30.32; -0.00131; -0.08016; -3.26336; 0.00039
2898.0; 100.640; 30.36; -0.00128; -0.07949; -3.26631; 0.00021
2901.0; 100.738; 30.39; -0.00125; -0.07876; -3.26959; 0.00011
2904.0; 100.836; 30.43; -0.00123; -0.07805; -3.27298; 0.00009
2907.0; 100.934; 30.46; -0.00120; -0.07743; -3.27627; 0.00013
2910.0; 101.032; 30.49; -0.00118; -0.07694; -3.27926; 0.00024
2913.0; 101.129; 30.53; -0.00117; -0.07661; -3.28181; 0.00040
2916.0; 101.226; 30.56; -0.00115; -0.07645; -3.28381; 0.00058
2919.0; 101.324; 30.60; -0.00114; -0.07647; -3.28521; 0.00078
2922.0; 101.421; 30.63; -0.00113; -0.07667; -3.28598; 0.00098
2925.0; 101.518; 30.66; -0.00113; -0.07706; -3.28618; 0.00115
2928.0; 101.615; 30.69; -0.00113; -0.07763; -3.28590; 0.00129
2931.0; 101.712; 30.73; -0.00112; -0.07836; -3.28528; 0.00138
2934.0; 101.809; 30.76; -0.00112; -0.07924; -3.28449; 0.00140
2937.0; 101.905; 30.79; -0.00112; -0.08023; -3.28375; 0.00135
2940.0; 102.002; 30.82; -0.00113; -0.08127; -3.28330; 0.00121
2943.0; 102.098; 30.86; -0.00112; -0.08228; -3.28338; 0.00099
2946.0; 102.195; 30.89; -0.00112; -0.08313; -3.28420; 0.00071
2949.0; 102.291; 30.92; -0.00111; -0.08363; -3.28589; 0.00039
2952.0; 102.387; 30.95; -0.00109; -0.08366; -3.28848; 0.00007
2955.0; 102.483; 30.98; -0.00107; -0.08311; -3.29185; -0.00018
2958.0; 102.579; 31.01; -0.00103; -0.08207; -3.29574; -0.00033
2961.0; 102.675; 31.04; -0.00100; -0.08076; -3.29976; -0.00033
2964.0; 102.771; 31.07; -0.00097; -0.07935; -3.30346; -0.00018
2967.0; 102.866; 31.10; -0.00094; -0.07792; -3.30638; 0.00013
2970.0; 102.962; 31.13; -0.00091; -0.07653; -3.30805; 0.00061
2973.0; 103.057; 31.16; -0.00089; -0.07520; -3.30800; 0.00123
2976.0; 103.153; 31.19; -0.00086; -0.07394; -3.30579; 0.00201
2979.0; 103.248; 31.22; -0.00084; -0.07271; -3.30100; 0.00293
2982.0; 103.343; 31.25; -0.00082; -0.07145; -3.29317; 0.00400
2985.0; 103.438; 31.28; -0.00079; -0.07009; -3.28188; 0.00520
2988.0; 103.533; 31.31; -0.00076; -0.06847; -3.26674; 0.00651
2991.0; 103.628; 31.34; -0.00072; -0.06647; -3.24758; 0.00783
2994.0; 103.723; 31.37; -0.00068; -0.06409; -3.22439; 0.00911
2997.0; 103.818; 31.40; -0.00065; -0.06151; -3.19731; 0.01036
3000.0; 103.913; 31.43; -0.00061; -0.05884; -3.16643; 0.01158
3003.0; 104.008; 31.46; -0.00057; -0.05615; -3.13185; 0.01276
3006.0; 104.102; 31.49; -0.00054; -0.05350; -3.09366; 0.01392
3009.0; 104.197; 31.52; -0.00050; -0.05091; -3.05197; 0.01503
3012.0; 104.292; 31.55; -0.00047; -0.04840; -3.00692; 0.01610
3015.0; 104.386; 31.58; -0.00044; -0.04597; -2.95865; 0.01711
3018.0; 104.481; 31.61; -0.00041; -0.04364; -2.90735; 0.01806
3021.0; 104.575; 31.64; -0.00039; -0.04141; -2.85323; 0.01894
3024.0; 104.669; 31.67; -0.00036; -0.03928; -2.79652; 0.01973
3027.0; 104.764; 31.70; -0.00034; -0.03724; -2.73748; 0.02043
3030.0; 104.858; 31.73; -0.00031; -0.03530; -2.67641; 0.02103
3033.0; 104.952; 31.76; -0.00029; -0.03345; -2.61363; 0.02152
3036.0; 105.046; 31.79; -0.00027; -0.03168; -2.54947; 0.02189
3039.0; 105.141; 31.82; -0.00025; -0.03001; -2.48431; 0.02214
3042.0; 105.235; 31.85; -0.00024; -0.02841; -2.41854; 0.02225
3045.0; 105.329; 31.88; -0.00022; -0.02690; -2.35257; 0.02222
3048.0; 105.422; 31.91; -0.00020; -0.02546; -2.28683; 0.02205
3051.0; 105.516; 31.93; -0.00019; -0.02409; -2.22179; 0.02172
3054.0; 105.610; 31.96; -0.00018; -0.02279; -2.15791; 0.02123
3057.0; 105.704; 31.99; -0.00016; -0.02156; -2.09569; 0.02058
3060.0; 105.798; 32.02; -0.00015; -0.02039; -2.03564; 0.01975
3063.0; 105.891; 32.05; -0.00014; -0.01928; -1.97830; 0.01874
3066.0; 105.985; 32.08; -0.00013; -0.01823; -1.92420; 0.01756
3069.0; 106.078; 32.10; -0.00012; -0.01723; -1.87391; 0.01618
3072.0; 106.172; 32.13; -0.00011; -0.01629; -1.82801; 0.01461
3075.0; 106.265; 32.16; -0.00010; -0.01539; -1.78707; 0.01285
3078.0; 106.358; 32.19; -0.00010; -0.01454; -1.75158; 0.01098
3081.0; 106.452; 32.21; -0.00009; -0.01374; -1.72175; 0.00908
3084.0; 106.545; 32.24; -0.00008; -0.01298; -1.69748; 0.00726
3087.0; 106.638; 32.27; -0.00008; -0.01226; -1.67852; 0.00554
3090.0; 106.731; 32.30; -0.00007; -0.01157; -1.66458; 0.00391
3093.0; 106.824; 32.32; -0.00007; -0.01093; -1.65538; 0.00237
3096.0; 106.916; 32.35; -0.00006; -0.01031; -1.65066; 0.00091
3099.0; 107.009; 32.38; -0.00006; -0.00974; -1.65016; -0.00046
3102.0; 107.102; 32.40; -0.00005; -0.00919; -1.65364; -0.00175
3105.0; 107.194; 32.43; -0.00005; -0.00867; -1.66085; -0.00296
3108.0; 107.287; 32.46; -0.00004; -0.00818; -1.67157; -0.00409
3111.0; 107.379; 32.48; -0.00004; -0.00771; -1.68557; -0.00515
3114.0; 107.471; 32.51; -0.00004; -0.00727; -1.70265; -0.00614
3117.0; 107.564; 32.53; -0.00003; -0.00686; -1.72258; -0.00707
3120.0; 107.656; 32.56; -0.00003; -0.00647; -1.74518; -0.00793
3123.0; 107.748; 32.58; -0.00003; -0.00609; -1.77025; -0.00872
3126.0; 107.840; 32.61; -0.00003; -0.00574; -1.79759; -0.00945
3129.0; 107.932; 32.63; -0.00002; -0.00541; -1.82703; -0.01012
3132.0; 108.024; 32.66; -0.00002; -0.00510; -1.85839; -0.01073
3135.0; 108.116; 32.68; -0.00002; -0.00480; -1.89150; -0.01129
3138.0; 108.208; 32.71; -0.00002; -0.00452; -1.92618; -0.01179
3141.0; 108.299; 32.73; -0.00002; -0.00426; -1.96227; -0.01223
3144.0; 108.391; 32.76; -0.00002; -0.00401; -1.99963; -0.01263
3147.0; 108.482; 32.78; -0.00001; -0.00377; -2.03808; -0.01297
3150.0; 108.574; 32.81; -0.00001; -0.00355; -2.07748; -0.01326
3153.0; 108.665; 32.83; -0.00001; -0.00334; -2.11769; -0.01351
3156.0; 108.757; 32.86; -0.00001; -0.00314; -2.15855; -0.01371
3159.0; 108.848; 32.88; -0.00001; -0.00295; -2.19993; -0.01386
3162.0; 108.939; 32.90; -0.00001; -0.00278; -2.24169; -0.01396
3165.0; 109.030; 32.93; -0.00001; -0.00261; -2.28369; -0.01402
3168.0; 109.121; 32.95; -0.00001; -0.00245; -2.32581; -0.01404
3171.0; 109.212; 32.97; -0.00001; -0.00230; -2.36791; -0.01401
3174.0; 109.303; 33.00; -0.00001; -0.00216; -2.40986; -0.01394
3177.0; 109.394; 33.02; -0.00000; -0.00203; -2.45155; -0.01384
3180.0; 109.485; 33.04; -0.00000; -0.00190; -2.49284; -0.01369
3183.0; 109.576; 33.07; -0.00000; -0.00179; -2.53363; -0.01350
3186.0; 109.666; 33.09; -0.00000; -0.00167; -2.57378; -0.01327
3189.0; 109.757; 33.11; -0.00000; -0.00157; -2.61318; -0.01300
3192.0; 109.848; 33.13; -0.00000; -0.00147; -2.65172; -0.01269
3195.0; 109.938; 33.16; -0.00000; -0.00138; -2.68928; -0.01235
3198.0; 110.028; 33.18; -0.00000; -0.00129; -2.72576; -0.01197
3201.0; 110.119; 33.20; -0.00000; -0.00120; -2.76104; -0.01155
3204.0; 110.209; 33.22; -0.00000; -0.00113; -2.79501; -0.01110
3207.0; 110.299; 33.25; -0.00000; -0.00105; -2.82756; -0.01061
3210.0; 110.390; 33.27; -0.00000; -0.00098; -2.85860; -0.01008
3213.0; 110.480; 33.29; -0.00000; -0.00092; -2.88801; -0.00953
3216.0; 110.570; 33.31; -0.00000; -0.00086; -2.91569; -0.00893
3219.0; 110.660; 33.33; -0.00000; -0.00080; -2.94153; -0.00830
3222.0; 110.750; 33.35; -0.00000; -0.00075; -2.96545; -0.00764
3225.0; 110.839; 33.37; -0.00000; -0.00070; -2.98733; -0.00695
3228.0; 110.929; 33.40; -0.00000; -0.00065; -3.00707; -0.00622
3231.0; 111.019; 33.42; -0.00000; -0.00061; -3.02458; -0.00546
3234.0; 111.109; 33.44; -0.00000; -0.00057; -3.03976; -0.00467
3237.0; 111.198; 33.46; -0.00000; -0.00053; -3.05252; -0.00384
3240.0; 111.288; 33.48; -0.00000; -0.00050; -3.06275; -0.00298
3243.0; 111.377; 33.50; -0.00000; -0.00047; -3.07037; -0.00210
3246.0; 111.467; 33.52; -0.00000; -0.00045; -3.07528; -0.00118
3249.0; 111.556; 33.54; -0.00000; -0.00044; -3.07739; -0.00023
3252.0; 111.645; 33.56; -0.00000; -0.00043; -3.07661; 0.00075
3255.0; 111.735; 33.58; -0.00000; -0.00042; -3.07285; 0.00176
3258.0; 111.824; 33.60; -0.00000; -0.00043; -3.06605; 0.00278
3261.0; 111.913; 33.62; -0.00000; -0.00045; -3.05619; 0.00379
3264.0; 112.002; 33.64; -0.00000; -0.00048; -3.04335; 0.00477
3267.0; 112.091; 33.66; -0.00000; -0.00053; -3.02766; 0.00569
3270.0; 112.180; 33.68; -0.00000; -0.00059; -3.00929; 0.00656
3273.0; 112.269; 33.70; -0.00000; -0.00067; -2.98839; 0.00738
3276.0; 112.358; 33.72; -0.00000; -0.00079; -2.96515; 0.00813
3279.0; 112.447; 33.74; -0.00000; -0.00093; -2.93973; 0.00882
3282.0; 112.536; 33.76; -0.00000; -0.00110; -2.91233; 0.00945
3285.0; 112.625; 33.78; -0.00000; -0.00132; -2.88315; 0.01002
3288.0; 112.713; 33.80; -0.00001; -0.00159; -2.85238; 0.01051
3291.0; 112.802; 33.82; -0.00001; -0.00191; -2.82026; 0.01092
3294.0; 112.891; 33.83; -0.00001; -0.00230; -2.78703; 0.01125
3297.0; 112.979; 33.85; -0.00001; -0.00276; -2.75292; 0.01150
3300.0; 113.068; 33.87; -0.00001; -0.00330; -2.71823; 0.01165
3303.0; 113.156; 33.89; -0.00001; -0.00394; -2.68324; 0.01170
3306.0; 113.245; 33.91; -0.00001; -0.00468; -2.64829; 0.01163
3309.0; 113.333; 33.93; -0.00002; -0.00552; -2.61371; 0.01145
3312.0; 113.422; 33.95; -0.00002; -0.00649; -2.57988; 0.01113
3315.0; 113.510; 33.96; -0.00002; -0.00757; -2.54723; 0.01067
3318.0; 113.598; 33.98; -0.00002; -0.00878; -2.51617; 0.01006
3321.0; 113.687; 34.00; -0.00002; -0.01011; -2.48720; 0.00929
3324.0; 113.775; 34.02; -0.00002; -0.01155; -2.46081; 0.00834
3327.0; 113.863; 34.04; -0.00002; -0.01309; -2.43753; 0.00721
3330.0; 113.951; 34.05; -0.00002; -0.01469; -2.41792; 0.00590
3333.0; 114.039; 34.07; -0.00002; -0.01633; -2.40254; 0.00439
3336.0; 114.127; 34.09; -0.00002; -0.01795; -2.39197; 0.00269
3339.0; 114.215; 34.11; -0.00001; -0.01949; -2.38677; 0.00080
3342.0; 114.303; 34.12; -0.00001; -0.02087; -2.38748; -0.00126
3345.0; 114.391; 34.14; 0.00000; -0.02199; -2.39457; -0.00347
3348.0; 114.479; 34.16; 0.00001; -0.02273; -2.40848; -0.00582
3351.0; 114.567; 34.17; 0.00002; -0.02296; -2.42958; -0.00830
3354.0; 114.655; 34.19; 0.00004; -0.02252; -2.45826; -0.01090
3357.0; 114.742; 34.21; 0.00005; -0.02125; -2.49485; -0.01359
3360.0; 114.830; 34.01; 0.00008; -0.01920; -2.53950; -0.01632
3363.0; 114.919; 33.48; 0.00012; -0.01578; -2.59215; -0.01898
3366.0; 115.010; 32.62; 0.00014; -0.01095; -2.65244; -0.02146
3369.0; 115.104; 31.63; 0.00014; -0.00491; -2.71969; -0.02361
3372.0; 115.201; 30.61; 0.00011; -0.00038; -2.79305; -0.02549
3375.0; 115.300; 29.57; 0.00005; 0.00054; -2.87221; -0.02736
3378.0; 115.404; 28.49; 0.00001; 0.00014; -2.95747; -0.02944
3381.0; 115.512; 27.39; 0.00000; 0.00003; -3.04937; -0.03172
3384.0; 115.624; 26.26; 0.00000; 0.00001; -3.14846; -0.03419
3387.0; 115.741; 25.09; 0.00000; 0.00000; -3.25530; -0.03684
3390.0; 115.864; 23.87; 0.00023; 0.00489; -3.36927; -0.03914
3393.0; 115.994; 22.63; 0.00144; 0.02586; -3.48318; -0.03810
3396.0; 116.129; 21.40; 0.00433; 0.06554; -3.57365; -0.02735
3399.0; 116.271; 20.23; 0.01000; 0.12937; -3.59239; 0.00171
3402.0; 116.419; 19.20; 0.01819; 0.20583; -3.47198; 0.05448
3405.0; 116.574; 18.32; 0.02706; 0.27331; -3.14338; 0.12744
3408.0; 116.741; 17.55; 0.03551; 0.32525; -2.55380; 0.20549
3411.0; 116.922; 16.85; 0.04320; 0.36271; -1.69502; 0.26840
3414.0; 117.117; 16.18; 0.05016; 0.38873; -0.63532; 0.30270
3417.0; 117.317; 16.00; 0.05588; 0.41883; 0.49440; 0.30496
3420.0; 117.509; 15.82; 0.05896; 0.43180; 1.54302; 0.27216
3423.0; 117.687; 15.87; 0.05959; 0.43476; 2.36953; 0.19511
3426.0; 117.846; 15.92; 0.05956; 0.43629; 2.86085; 0.06659
3429.0; 117.993; 15.96; 0.05931; 0.43630; 2.97378; -0.09083
3432.0; 118.146; 16.00; 0.05895; 0.43565; 2.72169; -0.22318
3435.0; 118.315; 16.05; 0.05847; 0.43438; 2.16969; -0.29338
3438.0; 118.496; 16.11; 0.05778; 0.43186; 1.46066; -0.30518
3441.0; 118.683; 16.18; 0.05644; 0.42438; 0.74930; -0.27925
3444.0; 118.871; 16.28; 0.05238; 0.39486; 0.13121; -0.23436
3447.0; 119.057; 16.42; 0.04042; 0.30027; -0.37682; -0.18775
3450.0; 119.241; 16.58; 0.01784; 0.12048; -0.82116; -0.15441
3453.0; 119.422; 16.73; -0.00879; -0.08459; -1.26157; -0.13887
3456.0; 119.599; 16.83; -0.02983; -0.25082; -1.73062; -0.13352
3459.0; 119.772; 16.91; -0.04135; -0.34397; -2.21553; -0.12512
3462.0; 119.938; 16.97; -0.04638; -0.38443; -2.66103; -0.09907
3465.0; 120.096; 17.02; -0.04828; -0.40035; -2.98324; -0.03998
3468.0; 120.244; 17.06; -0.04888; -0.40631; -3.09185; 0.05800
3471.0; 120.388; 17.11; -0.04895; -0.40828; -2.92382; 0.17668
3474.0; 120.539; 17.15; -0.04875; -0.40843; -2.44982; 0.28412
3477.0; 120.703; 17.20; -0.04839; -0.40751; -1.68397; 0.35568
3480.0; 120.879; 17.26; -0.04789; -0.40571; -0.71628; 0.38073
3483.0; 121.062; 17.32; -0.04726; -0.40282; 0.29672; 0.36218
3486.0; 121.243; 17.39; -0.04638; -0.39780; 1.20606; 0.31314
3489.0; 121.421; 17.46; -0.04497; -0.38783; 1.93214; 0.25013
3492.0; 121.595; 17.55; -0.04237; -0.36670; 2.46102; 0.18554
3495.0; 121.766; 17.65; -0.03759; -0.32512; 2.81061; 0.12580
3498.0; 121.935; 17.78; -0.03002; -0.25805; 3.01306; 0.07502
3501.0; 122.102; 17.91; -0.02055; -0.17447; 3.10742; 0.03585
3504.0; 122.267; 18.05; -0.01172; -0.09781; 3.12836; 0.00755
3507.0; 122.431; 18.19; -0.00536; -0.04349; 3.09818; -0.01298
3510.0; 122.593; 18.32; -0.00097; -0.00537; 3.03042; -0.02778
3513.0; 122.754; 18.46; 0.00196; 0.02067; 2.93584; -0.03773
3516.0; 122.915; 18.59; 0.00383; 0.03785; 2.82417; -0.04364
3519.0; 123.074; 18.72; 0.00496; 0.04858; 2.70348; -0.04646
3522.0; 123.233; 18.85; 0.00557; 0.05469; 2.57994; -0.04703
3525.0; 123.390; 18.97; 0.00581; 0.05751; 2.45816; -0.04592
3528.0; 123.547; 19.10; 0.00581; 0.05804; 2.34165; -0.04359
3531.0; 123.703; 19.23; 0.00564; 0.05701; 2.23290; -0.04050
3534.0; 123.858; 19.35; 0.00538; 0.05494; 2.13310; -0.03717
3537.0; 124.012; 19.47; 0.00505; 0.05221; 2.04214; -0.03398
3540.0; 124.166; 19.59; 0.00469; 0.04911; 1.95921; -0.03109
3543.0; 124.318; 19.71; 0.00433; 0.04583; 1.88332; -0.02854
3546.0; 124.469; 19.83; 0.00397; 0.04251; 1.81346; -0.02632
3549.0; 124.620; 19.95; 0.00362; 0.03924; 1.74870; -0.02443
3552.0; 124.769; 20.07; 0.00328; 0.03608; 1.68812; -0.02283
3555.0; 124.918; 20.18; 0.00297; 0.03307; 1.63094; -0.02152
3558.0; 125.066; 20.30; 0.00269; 0.03025; 1.57644; -0.02044
3561.0; 125.213; 20.41; 0.00242; 0.02760; 1.52401; -0.01958
3564.0; 125.359; 20.52; 0.00218; 0.02515; 1.47315; -0.01889
3567.0; 125.505; 20.64; 0.00196; 0.02289; 1.42342; -0.01836
3570.0; 125.650; 20.75; 0.00176; 0.02081; 1.37451; -0.01793
3573.0; 125.794; 20.86; 0.00158; 0.01890; 1.32616; -0.01760
3576.0; 125.937; 20.96; 0.00142; 0.01716; 1.27821; -0.01732
3579.0; 126.080; 21.07; 0.00127; 0.01557; 1.23057; -0.01708
3582.0; 126.222; 21.18; 0.00114; 0.01412; 1.18321; -0.01686
3585.0; 126.363; 21.28; 0.00102; 0.01280; 1.13616; -0.01662
3588.0; 126.504; 21.39; 0.00091; 0.01161; 1.08953; -0.01636
3591.0; 126.644; 21.49; 0.00082; 0.01052; 1.04345; -0.01605
3594.0; 126.783; 21.59; 0.00073; 0.00954; 0.99812; -0.01568
3597.0; 126.921; 21.69; 0.00066; 0.00865; 0.95377; -0.01523
3600.0; 127.059; 21.79; 0.00059; 0.00785; 0.91069; -0.01469
3603.0; 127.197; 21.89; 0.00053; 0.00713; 0.86917; -0.01406
3606.0; 127.333; 21.99; 0.00047; 0.00647; 0.82956; -0.01331
3609.0; 127.470; 22.09; 0.00043; 0.00589; 0.79224; -0.01243
3612.0; 127.605; 22.19; 0.00038; 0.00537; 0.75760; -0.01143
3615.0; 127.740; 22.28; 0.00035; 0.00490; 0.72607; -0.01028
3618.0; 127.874; 22.38; 0.00031; 0.00448; 0.69808; -0.00900
3621.0; 128.008; 22.47; 0.00028; 0.00412; 0.67400; -0.00762
